song name,artist,genre,year,song name (bengali),,,,,,,,,,
Chandete Jochna Pava Jai,Bappi Lahiri,Adhunik,1992,???????? ????? ???? ???,,,,,,,,,,
Kai Gayak Hoya Jai,Bappi Lahiri,Adhunik,1992,??? ?????? ????? ???,,,,,,,,,,
Jhanak Jhanak,Bappi Lahiri,Adhunik,1992,??? ???,,,,,,,,,,
AmiSedhe Nilam Kalankole,Bappi Lahiri,Adhunik,1992,??????? ???? ???????,,,,,,,,,,
Bbhalobasay Doshta Kothay,Bappi Lahiri,Adhunik,1992,??????????? ??? ??????,,,,,,,,,,
Bojhe Na Se Mon,Bappi Lahiri,Adhunik,1992,???? ?? ?? ???,,,,,,,,,,
Tomar Chokhe Gechi Hariye,Bappi Lahiri,Adhunik,1992,????? ???? ???? ???????,,,,,,,,,,
Hawai jahaje ure,Udit Narayan,Adhunik,1992,??????? ?????? ???,,,,,,,,,,
Bolo Bolo Sundari,Bappi Lahiri,Adhunik,1991,???? ???? ???????,,,,,,,,,,
Sono Madam,Bappi Lahiri,Adhunik,1991,???? ???????,,,,,,,,,,
O Didi Tomar Barer Boun,Bappi Lahiri,Adhunik,1991,??? ???? ???? ????? ????,,,,,,,,,,
Hate Hate Choa Choui,Bappi Lahiri,Adhunik,1991,???? ???? ????? ???,,,,,,,,,,
Shei Bristi Rater Kata,Bappi Lahiri,Adhunik,1991,??? ?????? ????? ???,,,,,,,,,,
Premer Local Train,Bappi Lahiri,Adhunik,1991,???????? ????? ?????,,,,,,,,,,
Shusu Ekti Phtograph,Bappi Lahiri,Adhunik,1991,???? ???? ????????,,,,,,,,,,
Kakan Bina Sundarir Hath,Bappi Lahiri,Adhunik,1991,???? ???? ???????? ???,,,,,,,,,,
Sab Lal Pathor,Lata Mangeshkar,Adhunik,1991,?? ??? ????,,,,,,,,,,
Tumi jamonoi Noopur,Bappi Lahiri,Adhunik,1991,???? ?????? ?????,,,,,,,,,,
Asun Kinun Putul,Reema Lahiri,Adhunik,1991,???? ????? ?????,,,,,,,,,,
Joy gobindo joy gopal,Anupama,Adhunik,1991,??? ??????? ??? ?????,,,,,,,,,,
Elam je mayer koley,Anuradha Paudwal,Adhunik,1990,??? ?? ?????? ????,,,,,,,,,,
Aaj Rate Jeona,Asha Bhosle,Adhunik,1990,?? ??? ?????,,,,,,,,,,
Songit Presongee,Amit Kumar,Adhunik,1990,??????? ?????????,,,,,,,,,,
Dekhe Dekh Tomake,Toton Kumar,Adhunik,1990,???? ???? ??????,,,,,,,,,,
Chokkher Kotha,Kavita Krishnamurthy,Adhunik,1989,??????? ???,,,,,,,,,,
Kala Kala Kalare,Amit Kumar,Adhunik,1989,???? ???? ??????,,,,,,,,,,
Sa Sate Holo,Anuradha Paudwal,Adhunik,1989,???? ????,,,,,,,,,,
Saila Re Saila Re,Udit Narayan,Adhunik,1989,?????? ?? ?????? ??,,,,,,,,,,
Tumi Tumi Kare,Bappi Lahiri,Adhunik,1989,???? ???? ????,,,,,,,,,,
Jhal Legeche amar Jhal,Alka Yagnik,Adhunik,1989,??? ?????? ??? ???,,,,,,,,,,
Kaje Kishare Laaj,Bappi Lahiri,Adhunik,1989,???? ?????? ???,,,,,,,,,,
Makhan Churi,Anupama,Adhunik,1989,???? ????,,,,,,,,,,
Priya Priya Priya,Amit Kumar,Adhunik,1989,??????? ??????? ???????,,,,,,,,,,
Ami Shilpi Hote Chai,Bappi Lahiri,Adhunik,1989,??? ?????? ???? ???,,,,,,,,,,
rakta Golap Makhiye Niye,Bappi Lahiri,Adhunik,1989,???? ????? ??????? ?????,,,,,,,,,,
Ramayane Ramchandra,Bappi Lahiri,Adhunik,1989,???????? ?????????,,,,,,,,,,
E Jibane Payechi Je,Bappi Lahiri,Adhunik,1989,? ???? ??????? ??,,,,,,,,,,
Oi Shono pakhio Bolche,Bappi Lahiri,Adhunik,1989,?? ???? ????? ?????,,,,,,,,,,
A je prem prem,Bappi Lahiri,Adhunik,1989,?? ?? ????? ?????,,,,,,,,,,
Bhalobasa jodi dabidar hoye,Bappi Lahiri,Adhunik,1989,???????? ????? ?????? ???,,,,,,,,,,
Chirodini Tumi Je Aamar,Kishore Kumar,Adhunik,1987,??????? ???? ?? ????,,,,,,,,,,
Je Khanei Thako Sukhe Thako,Asha Bhosle,Adhunik,1987,?? ????? ???? ???? ????,,,,,,,,,,
Monta Aamar Hariye Geche,Vijayta Pandit,Adhunik,1987,???? ???? ??????? ????,,,,,,,,,,
Ami Mon Diye Chi,Asha Bhosle,Adhunik,1987,??? ?? ????? ??,,,,,,,,,,
Jibanta Tar Rajpath Noy,Bappi Lahiri,Adhunik,1987,???? ?? ????? ???,,,,,,,,,,
Ek Je Chillo Duorani,Bappi Lahiri,Adhunik,1987,?? ?? ???? ?????????,,,,,,,,,,
Bhenge Dilo Niyoti,Bappi Lahiri,Adhunik,1987,?????? ??? ???????,,,,,,,,,,
Tumi Aamar Asha,Kishore Kumar,Adhunik,1987,???? ???? ???,,,,,,,,,,
A jibon madhu,Sharon Prabhabkar,Adhunik,1987,???? ???? ???,,,,,,,,,,
Gopal Re o Gopal,Anusuya Ghosh,Adhunik,1987,????? ?? ? ?????,,,,,,,,,,
O pahar,Kavita Krishnamurthy,Adhunik,1987,?? ??????,,,,,,,,,,
Notobor Nagor Tumi Koro Na Moshkora,Kishore Kumar,Adhunik,1987,?????? ???? ???? ??? ?? ???????,,,,,,,,,,
Pahare Jongole Ek Manushkhkho Bagh Thake,Asha Bhosle,Adhunik,1987,??????? ?????? ?? ?????? ??? ????,,,,,,,,,,
Kichchu Chaini Aami,Anirban Bhattacharya,Adhunik,2019,?????? ????? ???,,,,,,,,,,
Ghure Takao,Anupam Roy,Adhunik,2019,???? ?????,,,,,,,,,,
Bolo Na Radhika,Monali Thakur,Adhunik,2019,???? ?? ??????,,,,,,,,,,
Rondhre Rondhre Paap,Anupam Roy,Adhunik,2019,??????? ??????? ???,,,,,,,,,,
Jawkhon Porbena Mor,Rupankar Bagchi,Adhunik,2019,????? ??????? ????,,,,,,,,,,
Diboso Rajani Ami Jeno Kaar,Sohini Mukhopadhyay,Adhunik,2017,?????? ???? ??? ???? ????,,,,,,,,,,
Akash Amai Bhorlo Aloi,Amrita,Adhunik,2017,???? ???? ????? ????,,,,,,,,,,
Arani Takhon,Rajanarayan Deb,Adhunik,2017,???? ????,,,,,,,,,,
Bhrun Bujhi Ebhabei Hoy,Soumitra Chatterjee,Adhunik,2017,????? ???? ?????? ????,,,,,,,,,,
Shubho Ei Ostakkor,Soumitra Chatterjee,Adhunik,2017,??? ?? ?????????,,,,,,,,,,
Oster Hastakkhore Protibeshi Megh,Soumitra Chatterjee,Adhunik,2017,?????? ??????? ????????? ???,,,,,,,,,,
Gaye Abir Chhoriye gelo,Soumitra Chatterjee,Adhunik,2017,?? ???? ???????? ????,,,,,,,,,,
Taar Anto Nai Go,Rajanarayan Deb,Adhunik,2017,??? ???? ??? ??,,,,,,,,,,
Obhabe Keno,Anupam Roy,Adhunik,2015,??? ???? ??? ??,,,,,,,,,,
Belasesher Gaan,Anindya Chatterjee,Adhunik,2015,????????? ???,,,,,,,,,,
Milan Hobe Kotodine,Sasha Ghoshal,Adhunik,2015,???? ???? ????????,,,,,,,,,,
Chaka,Anupam Roy,Adhunik,2014,????,,,,,,,,,,
Je Shawmaje,Anupam Roy,Adhunik,2014,?? ??????,,,,,,,,,,
Babu Re,Anupam Roy,Adhunik,2014,???? ??,,,,,,,,,,
Bakyobageesh,Anupam Roy,Adhunik,2014,???????????,,,,,,,,,,
Ghawrkuno Ghash,Anupam Roy,Adhunik,2014,???????? ???,,,,,,,,,,
Maatir Rawng,Anupam Roy,Adhunik,2014,????? ???,,,,,,,,,,
Deshlai Baksho,Anupam Roy,Adhunik,2014,?????? ????,,,,,,,,,,
Rajprasader Bondi,Anupam Roy,Adhunik,2014,??????????? ?????,,,,,,,,,,
Aamar Motey,Anupam Roy,Adhunik,2013,???? ???,,,,,,,,,,
Aami Ajkal Bhalo Aachi,Anupam Roy,Adhunik,2013,??? ????? ??? ???,,,,,,,,,,
aaro Sheet,Anupam Roy,Adhunik,2013,??? ???,,,,,,,,,,
Adbhut Mughdhata,Anupam Roy,Adhunik,2013,?????? ???????,,,,,,,,,,
Anker Khata,Anupam Roy,Adhunik,2013,?????? ????,,,,,,,,,,
Ekbar Bol,Anupam Roy,Adhunik,2013,???? ???,,,,,,,,,,
Phaka Frame,Anupam Roy,Adhunik,2013,???? ?????,,,,,,,,,,
Raat Poshak,Anupam Roy,Adhunik,2013,??? ?????,,,,,,,,,,
Tarar Moto,Anupam Roy,Adhunik,2013,????? ????,,,,,,,,,,
Alosshyo,Anupam Roy,Adhunik,2012,??????,,,,,,,,,,
Amake Amar Moto,Anupam Roy,Adhunik,2012,????? ??? ????,,,,,,,,,,
Benche Thakar Gaan,Anupam Roy,Adhunik,2012,?????? ???? ???,,,,,,,,,,
Bijli Bati,Anupam Roy,Adhunik,2012,????? ????,,,,,,,,,,
Kakan Bina Sundarir Hath,Anupam Roy,Adhunik,2012,???? ???? ???????? ???,,,,,,,,,,
Rondhre Rondhre Paap,Anupam Roy,Adhunik,2012,??????? ??????? ???,,,,,,,,,,
Tistaan,Anupam Roy,Adhunik,2012,???????,,,,,,,,,,
Ure Jak,Anupam Roy,Adhunik,2012,??? ???,,,,,,,,,,
Moner Password,Anupam Roy,Adhunik,2023,???? ??????????,,,,,,,,,,
Tumi amar hero,Anupam Roy,Adhunik,2022,???? ???? ????,,,,,,,,,,
Ga chunye Bolchi,Anupam Roy,Adhunik,2022,?? ??????? ????,,,,,,,,,,
Darun,Anupam Roy,Adhunik,2022,?????,,,,,,,,,,
Boka Boka Ei Mon,Anupam Roy,Adhunik,2022,???? ???? ?? ???,,,,,,,,,,
Ke Dake Sara Dao,Nachiketa Chakraborty,Adhunik,2022,?? ???? ???? ???,,,,,,,,,,
Cheene Badaam,Bonnie Chakraborty,Adhunik,2022,???? ?????,,,,,,,,,,
Shilalipi Bhalobasha,Anupam Roy,Adhunik,2022,???????? ????????,,,,,,,,,,
Hariye Jao Jodi Bhire,Anupam Roy,Adhunik,2022,??????? ??? ????? ????,,,,,,,,,,
Shohage Adore,Anupam Roy,Adhunik,2022,?????? ???,,,,,,,,,,
Putul Aami,Anupam Roy,Adhunik,2022,????? ???,,,,,,,,,,
Mrigonabhi,Anupam Roy,Adhunik,2021,??????,,,,,,,,,,
Bone Jodi Phulto Kusum,Anupam Roy,Adhunik,2021,???? ????? ????? ?????,,,,,,,,,,
Aamar Chalaki,Anupam Roy,Adhunik,2021,???? ??????,,,,,,,,,,
Bhalo Theko 19,Anupam Roy,Adhunik,2020,??? ???? 19,,,,,,,,,,
Nirbashoner Gaan,Anupam Roy,Adhunik,2020,?????????? ???,,,,,,,,,,
Porichoy,Anupam Roy,Adhunik,2020,??????,,,,,,,,,,
Khoma Koro,Anupam Roy,Adhunik,2019,???? ????,,,,,,,,,,
Kagojer Bari,Answesshaa,Adhunik,2019,?????? ?????,,,,,,,,,,
Bishorjon,Shaan,Adhunik,2019,???????,,,,,,,,,,
Brishti Theme Gele,Anupam Roy,Adhunik,2019,?????? ??? ???,,,,,,,,,,
Pure Gechhe Chokh,Anupam Roy,Adhunik,2019,????? ???? ???,,,,,,,,,,
Protibeshi,Anupam Roy,Adhunik,2019,?????????,,,,,,,,,,
Banchao,Anupam Roy,Adhunik,2019,??????,,,,,,,,,,
Gas Balloon,Anupam Roy,Adhunik,2019,????? ?????,,,,,,,,,,
Shanto Hou,Anupam Roy,Adhunik,2019,????? ??,,,,,,,,,,
Ish Debashish,Anupam Roy,Adhunik,2019,?? ???????,,,,,,,,,,
Kichu Chena Mukh,Anupam Roy,Adhunik,2019,???? ???? ???,,,,,,,,,,
Dekha Hobe,Iman Chakraborty,Adhunik,2019,???? ??,,,,,,,,,,
Neem Tita,Silajit Majumder,Adhunik,2019,??? ????,,,,,,,,,,
Sare Tin Haath,Pota,Adhunik,2019,??? ????? ???,,,,,,,,,,
Mithye Kotha,Anupam Roy,Adhunik,2018,???? ???,,,,,,,,,,
Kalboishakhi,Anupam Roy,Adhunik,2018,?????????,,,,,,,,,,
Bhalobasha Dile Dao,Nikhita Gandhi,Adhunik,2018,???????? ???? ???,,,,,,,,,,
Sobai Chaay Chuti,Anupam Roy,Adhunik,2018,????? ??? ????,,,,,,,,,,
Amar Dukkhogulo,Anupam Roy,Adhunik,2018,???? ????????,,,,,,,,,,
Lokkhiti,Paloma Majumder,Adhunik,2018,???????,,,,,,,,,,
keu Keu Jane,Rupankar Bagchi,Adhunik,2018,??? ??? ???,,,,,,,,,,
Hridoyer Rong,Anupam Roy,Adhunik,2018,?????? ??,,,,,,,,,,
Tara Khoshey Pore,Anupam Roy,Adhunik,2018,???? ???? ???,,,,,,,,,,
Tui Ki Kore Dili,Anupam Roy,Adhunik,2018,??? ?? ???? ????,,,,,,,,,,
Shonakathi,Savvy,Adhunik,2018,????????,,,,,,,,,,
Kanna Amar,Savvy,Adhunik,2018,?????? ????,,,,,,,,,,
Shono Sudhijan,Anupam Roy,Adhunik,2018,???? ??????,,,,,,,,,,
Bangladesher Meye,Anupam Roy,Adhunik,2018,????????? ???,,,,,,,,,,
Chol Kuntal,Anupam Roy,Adhunik,2018,??? ??????,,,,,,,,,,
Ahare Mon,Anupam Roy,Adhunik,2018,???? ???,,,,,,,,,,
Dawtok,Anupam Roy,Adhunik,2017,?????,,,,,,,,,,
Mother,Anupam Roy,Adhunik,2017,?????,,,,,,,,,,
Posto ,Anupam Roy,Adhunik,2017,??????,,,,,,,,,,
Jonaki,Anindya Chatterjee,Adhunik,2017,??????,,,,,,,,,,
Keno Erokom Kichhu Holo Na,Nachiketa Chakraborty,Adhunik,2017,???? ????? ?????? ???? ??,,,,,,,,,,
Kichhu Kichhu,Subhamita Banerjee,Adhunik,2017,?????? ??????,,,,,,,,,,
Black Coffee ,Anupam Roy,Adhunik,2017,????? ???,,,,,,,,,,
Mon Bhalo Nei,Anupam Roy,Adhunik,2016,?? ???? ???,,,,,,,,,,
Tomar Ki Nam,Shreya Ghoshal,Adhunik,2016,???? ?? ???,,,,,,,,,,
Ghorir Kantar Mawto,Tanya Sen,Adhunik,2016,????? ??????? ?????,,,,,,,,,,
Tomar shawhorey,Anjan Dutt,Adhunik,2016,???? ?????,,,,,,,,,,
Jimmy,Anupam Roy,Adhunik,2016,????,,,,,,,,,,
Jaya,Neel Adhikari,Adhunik,2016,????,,,,,,,,,,
Bhir Thele,Neel Adhikari,Adhunik,2016,??? ????,,,,,,,,,,
Eto Alo,Shreya Ghoshal,Adhunik,2015,??? ???,,,,,,,,,,
Bhorer Tara,Anupam Roy,Adhunik,2015,????? ????,,,,,,,,,,
Aami raji,Anupam Roy,Adhunik,2015, ??? ????,,,,,,,,,,
Office,Nabarun,Adhunik,2015,????,,,,,,,,,,
Ei Shono ,Anupam Roy,Adhunik,2015,?? ????,,,,,,,,,,
Khelna Bati Ranna,Anupam Roy,Adhunik,2015,????? ???? ??????,,,,,,,,,,
Bawshonto Eshe Geche,Anupam Roy,Adhunik,2014,????? ??? ????,,,,,,,,,,
Boba Tunnel,Anupam Roy,Adhunik,2014,???? ?????,,,,,,,,,,
Chirosokha He,Srikanta Acharya,Adhunik,2014,??????? ??,,,,,,,,,,
Shetai Satyi,Rupankar Bagchi,Adhunik,2014,????? ???,,,,,,,,,,
Kagoje Mogoje,Rupam Islam,Adhunik,2014,????? ??????,,,,,,,,,,
Swapno vanga shabda,Ujjaini,Adhunik,2014,?????? ???? ????,,,,,,,,,,
Aranyaraat,Anupam Roy,Adhunik,2014,????????,,,,,,,,,,
Chokher Arale,Mousumi Bhowmick,Adhunik,2014,????? ?????,,,,,,,,,,
Dekhechi Tumi Vabcho,Parambrata Chatterjee,Adhunik,2014,????? ???? ?????,,,,,,,,,,
Chalo paltai,Sayak Bandopadhyay,Adhunik,2011,??? ???????,,,,,,,,,,
Class room,Anupam Roy,Adhunik,2011,????? ???,,,,,,,,,,
Megher Palok,Shreya Ghoshal,Adhunik,2016,????? ?????,,,,,,,,,,
Dyekho,Shreya Ghoshal,Adhunik,2016,?????,,,,,,,,,,
Bandhu Kotha Rakho,Shreya Ghoshal,Adhunik,2016,?????? ??? ????,,,,,,,,,,
Uri Uri Mon Ghuri,Shreya Ghoshal,Adhunik,2016,??? ??? ?? ????,,,,,,,,,,
Mon Kemoner Station,Shreya Ghoshal,Adhunik,2016,?? ?????? ??????,,,,,,,,,,
Balir shohor,Shreya Ghoshal,Adhunik,2013,???? ????,,,,,,,,,,
Keno Aaj aakaash Batash,Shreya Ghoshal,Adhunik,2013,???? ?? ???? ?????,,,,,,,,,,
Kakababur Gaan,Rupam Islam,Adhunik,2013,????????? ???,,,,,,,,,,
Hani Alkadi R Gaan,Sonu Nigam,Adhunik,2013,???? ?????? ?? ???,,,,,,,,,,
Ja Khushi Saratdin,Shreya Ghoshal,Adhunik,2012,?? ???? ??????,,,,,,,,,,
Bandhu Kotha Rakhis,Shreya Ghoshal,Adhunik,2012,?????? ??? ?????,,,,,,,,,,
Chithira Chhilo Elomelo,Shreya Ghoshal,Adhunik,2012,????? ???? ???????,,,,,,,,,,
Chokher Bali,Shreya Ghoshal,Adhunik,2012,????? ????,,,,,,,,,,
Sondhye Naame,Shreya Ghoshal,Adhunik,2012,????? ???,,,,,,,,,,
Aaj Benche Ne,Shreya Ghoshal,Adhunik,2012,?? ?????? ??,,,,,,,,,,
Majh Rate Bristi Pore,Shreya Ghoshal,Adhunik,2010,??? ???? ?????? ????,,,,,,,,,,
Deep Swapne Bhora,Indrani Sen,Adhunik,2010,??? ??????? ???,,,,,,,,,,
Ei Aakash,Udit Narayan,Adhunik,2010,?? ????,,,,,,,,,,
Ghum Aay Ghum,Kumar Shanu,Adhunik,2010,??? ??? ???,,,,,,,,,,
Aa j Shraboner Batash Buke,Rupankar Bagchi,Adhunik,2008,?? ???????? ????? ????,,,,,,,,,,
Akashdana,Rupankar Bagchi,Adhunik,2008,???????,,,,,,,,,,
Ami Tor Kachei Aachi,Srikanta Acharya,Adhunik,2008,??? ??? ???? ???,,,,,,,,,,
Anmone Amake Bhabo,Rupankar Bagchi,Adhunik,2008,????? ???? ????,,,,,,,,,,
Bare Bare Ei Eka Mon,Shreya Ghoshal,Adhunik,2008,???? ???? ?? ??? ??,,,,,,,,,,
Bikeler Megh Ese,Rupankar Bagchi,Adhunik,2008,???????? ??? ??,,,,,,,,,,
Chalo Phire Jaai,Shreya Ghoshal,Adhunik,2008,??? ???? ????,,,,,,,,,,
E Ganer Mon,Shreya Ghoshal,Adhunik,2008,? ????? ??,,,,,,,,,,
Eka Eka Ei Besh Thaka,Srikanta Acharya,Adhunik,2008,??? ??? ?? ??? ????,,,,,,,,,,
Jao Jao Ure,Shreya Ghoshal,Adhunik,2008,??? ??? ???,,,,,,,,,,
Kheya Holo Mon,Shreya Ghoshal,Adhunik,2008,???? ??? ??,,,,,,,,,,
Pahar Mati Stup,Rupankar Bagchi,Adhunik,2008,?????? ???? ?????,,,,,,,,,,
Taar Kathai Bolte Chai,Srikanta Acharya,Adhunik,2008,??? ???? ???? ???,,,,,,,,,,
Tumi Ki Akash Bhebe,Rupankar Bagchi,Adhunik,2008,???? ?? ???? ????,,,,,,,,,,
Sudhu Bhalobasha,Shreya Ghoshal,Adhunik,2004,???? ????????,,,,,,,,,,
Ja Chole Ja,Shreya Ghoshal,Adhunik,2004,?? ???? ??,,,,,,,,,,
O amar Desher mati,Indranil Sen,Adhunik,2004,?? ???? ????? ????,,,,,,,,,,
Amar Gaane Bhorbela,Shreya Ghoshal,Adhunik,2003,???? ???? ???????,,,,,,,,,,
Beje Ja E Ki Ragini,Shreya Ghoshal,Adhunik,2003,???? ?? ? ?? ??????,,,,,,,,,,
Chalo Jai,Shreya Ghoshal,Adhunik,2003,??? ???,,,,,,,,,,
E Dhusar Aadhare,Shreya Ghoshal,Adhunik,2003,? ???? ?????,,,,,,,,,,
Ekti ghazal Dharo Naa,Shreya Ghoshal,Adhunik,2003,???? ??? ??? ??,,,,,,,,,,
Haate Jhanan Jhan,Shreya Ghoshal,Adhunik,2003,???? ????,,,,,,,,,,
Jaanla Khule Jakhoni,Shreya Ghoshal,Adhunik,2003,????? ???? ??????,,,,,,,,,,
keno E Mon Aakaran,Shreya Ghoshal,Adhunik,2003,???? ? ?? ?????,,,,,,,,,,
O Naiya,Shreya Ghoshal,Adhunik,2003,? ?????,,,,,,,,,,
Projapoti E Mon,Shreya Ghoshal,Adhunik,2003,????????? ? ???,,,,,,,,,,
Banshi Ekhon Rangilaa,Shreya Ghoshal,Adhunik,2001,???? ??? ???????,,,,,,,,,,
Bhalobashar Katha,Shreya Ghoshal,Adhunik,2001,????????? ???,,,,,,,,,,
Brishti Thamar Ektu Paare,Shreya Ghoshal,Adhunik,2001,?????? ????? ???? ?????,,,,,,,,,,
Brishtite Dekho Naa,Shreya Ghoshal,Adhunik,2001,????????? ???? ??,,,,,,,,,,
E Aakash Tomari,Shreya Ghoshal,Adhunik,2001,? ???? ??????,,,,,,,,,,
Jay Mon Jaak Naa Bhese,Shreya Ghoshal,Adhunik,2001,?? ?? ??? ?? ????,,,,,,,,,,
Mon Jeno Aaj Koto,Shreya Ghoshal,Adhunik,2001,??? ???? ?? ????,,,,,,,,,,
Oi Kaalo Meghe Raat Brishti,Shreya Ghoshal,Adhunik,2001,?? ???? ???? ??? ??????,,,,,,,,,,
Swapneri Gari Chutiye,Shreya Ghoshal,Adhunik,2001,????????? ???? ???????,,,,,,,,,,
Bhalobashar Morshum,Shreya Ghoshal,Adhunik,2022,????????? ?????,,,,,,,,,,
Cindrella Mon,Sanai,Adhunik,2022,?????????? ??,,,,,,,,,,
Roder Nishana,Sanai,Adhunik,2022,???? ??????,,,,,,,,,,
Raikishori ,Anushka Das,Adhunik,2022,?????????,,,,,,,,,,
Rimjhim Rimjhim Rumjhum Rumjhum,Shreya Ghoshal,Adhunik,2016,?????? ?????? ?????? ??????,,,,,,,,,,
Bhalobasha Tar,Shreya Ghoshal,Adhunik,2016,???????? ???,,,,,,,,,,
Ami Nirob Hoye,Shreya Ghoshal,Adhunik,2016,??? ???? ???,,,,,,,,,,
Bhabna aamar,Shreya Ghoshal,Adhunik,2016,????? ????,,,,,,,,,,
O Akash,Shreya Ghoshal,Adhunik,2016,?? ????,,,,,,,,,,
Tar Katha,Shreya Ghoshal,Adhunik,2016,?? ???,,,,,,,,,,
Neel Digante,Shreya Ghoshal,Adhunik,2019,??? ???????,,,,,,,,,,
Mashima Hitler,Babul Supriyo,Adhunik,2019,?????? ??????,,,,,,,,,,
Maa,Arijit Singh,Adhunik,2019,??,,,,,,,,,,
Baishnob Sei Jon,Shreya Ghoshal,Adhunik,2019,?????? ????? ??,,,,,,,,,,
Srikrishno Kirton,Aditi Munshi,Adhunik,2019,????????? ??????,,,,,,,,,,
Brishti,Shreya Ghoshal,Adhunik,2019,??????,,,,,,,,,,
Amar Chelebela,Shreya Ghoshal,Adhunik,2019,???? ????????,,,,,,,,,,
Moharajo,Sahana Bajpaie,Adhunik,2018,????????,,,,,,,,,,
Ke Ami Kothay,Arijit Singh,Adhunik,2018,?? ??? ?????,,,,,,,,,,
Cholke Pore Kolke Phoole,Shreya Ghoshal,Adhunik,2018,????? ???? ????? ????,,,,,,,,,,
Oi Akashe Klanti Nei,Shreya Ghoshal,Adhunik,1995,?? ????? ???????? ???,,,,,,,,,,
Tomay amar protham dekha,Shreya Ghoshal,Adhunik,1995,?????? ???? ????? ????,,,,,,,,,,
Monta Kore Uru Uru,Jeet Gannguli,Adhunik,2010,???? ???? ??? ???,,,,,,,,,,
Hai rama,Sonu Nigam,Adhunik,2010,?????? ???,,,,,,,,,,
Jiboner Jalchabi,Jeet Gannguli,Adhunik,2010,?????? ?????,,,,,,,,,,
Mone Rekho Amar Ea Gaan,Shreya Ghoshal,Adhunik,2005,??? ???? ???? ? ???,,,,,,,,,,
Satti Satti Jadi Pari Hoye,Shreya Ghoshal,Adhunik,2005,????? ????? ???? ??? ??????,,,,,,,,,,
O Bandhure Bandhure Tor,Zubeen Garg,Adhunik,2005,?? ??????? ???????? ???,,,,,,,,,,
Eka ekla mon,Jeet Gannguli,Adhunik,2022,??? ??? ??,,,,,,,,,,
Rimjhim E Dharate,Rahul Dutta,Adhunik,2022,?????? ? ????,,,,,,,,,,
Shakale Uthiya,Jeet Gannguli,Adhunik,2022,???? ??????,,,,,,,,,,
Hentechi Swapner Hath Dhorey,Abir Biswas,Adhunik,2022,??????? ???????? ??? ????,,,,,,,,,,
Jar Chobi E Mon Eke Jay,Sayan,Adhunik,2022,??? ???? ? ?? ??? ??,,,,,,,,,,
Ghum Ghum Ei Chokhe,Abir Biswas,Adhunik,2022,??? ??? ?? ????,,,,,,,,,,
Mon Raage Anuraage,Souradipta Ghosh,Adhunik,2022,?? ???? ???????,,,,,,,,,,
Hotat Mone Bristi,Jeet Gannguli,Adhunik,2022,????? ???? ??????,,,,,,,,,,
Maula Re Maula,Zubeen Garg,Adhunik,2021,???? ?? ????,,,,,,,,,,
Mon Bheja Mon Bheja,Deepmala,Adhunik,2021,?? ???? ?? ????,,,,,,,,,,
Tor Bhul Bhangabo Ki Kore Bol,Mimi Chakraborty,Adhunik,2021,??? ??? ???????? ?? ???? ???,,,,,,,,,,
Aaye Na Kache Re,Nakash Aziz,Adhunik,2021,???? ?? ??? ??,,,,,,,,,,
OI Dakche Aakash,Pawandeep,Adhunik,2019,??? ????? ????,,,,,,,,,,
Piya Re,Sonu Nigam,Adhunik,2018,????? ??,,,,,,,,,,
Chinte Parli NA,Jeet Gannguli,Adhunik,2018,?????? ????? ??.?,,,,,,,,,,
Mon,Jeet Gannguli,Adhunik,2018,??,,,,,,,,,,
Tui Hobi Amar,Jeet Gannguli,Adhunik,2018,??? ??? ????,,,,,,,,,,
College Er Canteen e Party Jomabo,Jeet Gannguli,Adhunik,2017,?????? ????????? ? ?????? ??????,,,,,,,,,,
Menoka,Jeet Gannguli,Adhunik,2017,??????,,,,,,,,,,
Tumio Champ,Anupam Roy,Adhunik,2015,????? ???????,,,,,,,,,,
Bachchan,Benny Dayal,Adhunik,2014,?????,,,,,,,,,,
Shundori Komola,Jeet Gannguli,Adhunik,2014,??????? ??????,,,,,,,,,,
Tatka Priya Marie,Jeet Gannguli,Adhunik,2014,????? ??????? ????,,,,,,,,,,
Rocky Bhai,Jeet Gannguli,Adhunik,2013,??? ???,,,,,,,,,,
Aaj Chai Toke,Jeet Gannguli,Adhunik,2013,?? ??? ????,,,,,,,,,,
Tui Borsha Bikeler Dheu,Shaan,Adhunik,2013,??? ????? ???????? ???,,,,,,,,,,
Chai Udaan,Jeet Gannguli,Adhunik,2012,??? ????,,,,,,,,,,
Ekla Akash,Sandipan Roy,Adhunik,2012,???? ????,,,,,,,,,,
Naina,Rashid Khan,Adhunik,2012,?????,,,,,,,,,,
Elo Je Maa,Abhijeet,Adhunik,2012,??? ?? ??,,,,,,,,,,
Ek Mutho Swapno,Jeet Gannguli,Adhunik,2011,?? ???? ??????,,,,,,,,,,
Hridoy Shekhe Bhalobasha,Saptak Bhattacharya,Adhunik,2011,???? ???? ????????,,,,,,,,,,
Hiya Zole Tiyaar Drode,Samidh Mukherjee,Adhunik,2011,????? ???? ?????? ??????,,,,,,,,,,
Phande Poriya,Jeet Gannguli,Adhunik,2011,?????? ???????,,,,,,,,,,
Shono Mishti Meye,Shaan,Adhunik,2011,???? ?????? ????,,,,,,,,,,
Aakasher niley,Jeet Gannguli,Adhunik,2011,?????? ????,,,,,,,,,,
Jani Naa,Kunal Ganjawala,Adhunik,2011,???? ??,,,,,,,,,,
